sseqid	Category
-PID|172056005|gi|172055989|ref|NC_010555.1|:10345-11547	T4SS
-PID|172056006|gi|172055989|ref|NC_010555.1|:11544-12578	T4SS
-PID|172056007|gi|172055989|ref|NC_010555.1|:12581-14434	T4SS
-PID|167621600|gi|167621562|ref|NC_010333.1|:c40083-39121	T4SS
-PID|167621601|gi|167621562|ref|NC_010333.1|:c42113-40137	T4SS
-PID|167621605|gi|167621562|ref|NC_010333.1|:c46008-45469	T4SS
-PID|167621637|gi|167621562|ref|NC_010333.1|:c78931-77675	T4SS
-PID|167621638|gi|167621562|ref|NC_010333.1|:c79972-78935	T4SS
-PID|167621639|gi|167621562|ref|NC_010333.1|:c80652-79969	T4SS
-PID|167621640|gi|167621562|ref|NC_010333.1|:c81992-80679	T4SS
-PID|167621641|gi|167621562|ref|NC_010333.1|:c82942-82220	T4SS
-PID|167621642|gi|167621562|ref|NC_010333.1|:c85774-83300	T4SS
-PID|167621643|gi|167621562|ref|NC_010333.1|:c86138-85872	T4SS
-PID|167621644|gi|167621562|ref|NC_010333.1|:c86496-86140	T4SS
-PID|159046513|gi|159046469|ref|NC_009957.1|:34146-34439	T4SS
-PID|159046514|gi|159046469|ref|NC_009957.1|:34432-34710	T4SS
-PID|159046515|gi|159046469|ref|NC_009957.1|:34700-37063	T4SS
-PID|159046518|gi|159046469|ref|NC_009957.1|:38371-39180	T4SS
-PID|159046519|gi|159046469|ref|NC_009957.1|:39197-39850	T4SS
-PID|159046520|gi|159046469|ref|NC_009957.1|:39853-40548	T4SS
-PID|159046521|gi|159046469|ref|NC_009957.1|:40545-41924	T4SS
-PID|159046522|gi|159046469|ref|NC_009957.1|:41929-42915	T4SS
-PID|159046524|gi|159046469|ref|NC_009957.1|:43526-44602	T4SS
-PID|159046527|gi|159046469|ref|NC_009957.1|:c50606-48594	T4SS
-PID|159046181|gi|159046135|ref|NC_009955.1|:39794-40087	T4SS
-PID|159046182|gi|159046135|ref|NC_009955.1|:40080-40358	T4SS
-PID|159046183|gi|159046135|ref|NC_009955.1|:40348-42723	T4SS
-PID|159046186|gi|159046135|ref|NC_009955.1|:44031-44840	T4SS
-PID|159046187|gi|159046135|ref|NC_009955.1|:44855-45511	T4SS
-PID|159046188|gi|159046135|ref|NC_009955.1|:45513-46208	T4SS
-PID|159046189|gi|159046135|ref|NC_009955.1|:46205-47584	T4SS
-PID|159046190|gi|159046135|ref|NC_009955.1|:47589-48575	T4SS
-PID|159046193|gi|159046135|ref|NC_009955.1|:49186-50262	T4SS
-PID|159046197|gi|159046135|ref|NC_009955.1|:c57364-55361	T4SS
-PID|150378314|gi|150378263|ref|NC_009622.1|:c58760-56661	T4SS
-PID|150378315|gi|150378263|ref|NC_009622.1|:c59785-58757	T4SS
-PID|150378316|gi|150378263|ref|NC_009622.1|:c60977-59766	T4SS
-PID|150378317|gi|150378263|ref|NC_009622.1|:c61786-60977	T4SS
-PID|150378318|gi|150378263|ref|NC_009622.1|:c62478-61783	T4SS
-PID|150378319|gi|150378263|ref|NC_009622.1|:c63532-62504	T4SS
-PID|150378321|gi|150378263|ref|NC_009622.1|:c64466-63765	T4SS
-PID|150378323|gi|150378263|ref|NC_009622.1|:c68022-65563	T4SS
-PID|150378324|gi|150378263|ref|NC_009622.1|:c68324-68025	T4SS
-PID|150378325|gi|150378263|ref|NC_009622.1|:c68666-68328	T4SS
-PID|121999278|ref|NC_008790.1|:21367-21630	T4SS
-PID|121999279|ref|NC_008790.1|:21643-24411	T4SS
-PID|121999284|ref|NC_008790.1|:26404-27375	T4SS
-PID|121999285|ref|NC_008790.1|:27372-28370	T4SS
-PID|121999287|ref|NC_008790.1|:28517-29179	T4SS
-PID|121999288|ref|NC_008790.1|:29176-30063	T4SS
-PID|121999289|ref|NC_008790.1|:30090-31265	T4SS
-PID|121999290|ref|NC_008790.1|:31246-32238	T4SS
-PID|121999291|ref|NC_008790.1|:32239-34050	T4SS
-PID|121583594|gi|121583590|ref|NC_008771.1|:c6264-3988	T4SS
-PID|121583595|gi|121583590|ref|NC_008771.1|:c7304-6261	T4SS
-PID|121583596|gi|121583590|ref|NC_008771.1|:c8634-7282	T4SS
-PID|121583597|gi|121583590|ref|NC_008771.1|:c9428-8631	T4SS
-PID|121583598|gi|121583590|ref|NC_008771.1|:c10141-9425	T4SS
-PID|121583599|gi|121583590|ref|NC_008771.1|:c11128-10145	T4SS
-PID|121583600|gi|121583590|ref|NC_008771.1|:c12085-11420	T4SS
-PID|121583601|gi|121583590|ref|NC_008771.1|:c14502-12088	T4SS
-PID|121583602|gi|121583590|ref|NC_008771.1|:c14848-14465	T4SS
-PID|121583603|gi|121583590|ref|NC_008771.1|:c15161-14853	T4SS
-PID|115345537|gi|115345530|ref|NC_008386.1|:c8723-7740	T4SS
-PID|115345538|gi|115345530|ref|NC_008386.1|:c10051-8720	T4SS
-PID|115345539|gi|115345530|ref|NC_008386.1|:c10806-10051	T4SS
-PID|115345540|gi|115345530|ref|NC_008386.1|:c11480-10806	T4SS
-PID|115345541|gi|115345530|ref|NC_008386.1|:c12716-11544	T4SS
-PID|115345543|gi|115345530|ref|NC_008386.1|:c13888-13178	T4SS
-PID|115345544|gi|115345530|ref|NC_008386.1|:c16379-14019	T4SS
-PID|115345545|gi|115345530|ref|NC_008386.1|:c16647-16372	T4SS
-PID|115345546|gi|115345530|ref|NC_008386.1|:c16931-16650	T4SS
-PID|115345635|gi|115345530|ref|NC_008386.1|:104010-106175	T4SS
-PID|116254972|gi|116254910|ref|NC_008382.1|:56589-58643	T4SS
-PID|116255025|gi|116254910|ref|NC_008382.1|:c112412-110931	T4SS
-PID|116255037|gi|116254910|ref|NC_008382.1|:123055-123366	T4SS
-PID|116255038|gi|116254910|ref|NC_008382.1|:123448-123726	T4SS
-PID|116255039|gi|116254910|ref|NC_008382.1|:123698-126079	T4SS
-PID|116255040|gi|116254910|ref|NC_008382.1|:126204-127013	T4SS
-PID|116255041|gi|116254910|ref|NC_008382.1|:127018-128205	T4SS
-PID|116255042|gi|116254910|ref|NC_008382.1|:128392-129126	T4SS
-PID|116255043|gi|116254910|ref|NC_008382.1|:129154-129936	T4SS
-PID|116255044|gi|116254910|ref|NC_008382.1|:129947-131320	T4SS
-PID|116255045|gi|116254910|ref|NC_008382.1|:131317-132318	T4SS
-PID|260753577|gi|260752245|ref|NC_013355.1|:1562625-1563170	T4SS
-PID|260753585|gi|260752245|ref|NC_013355.1|:1570117-1572105	T4SS
-PID|260753587|gi|260752245|ref|NC_013355.1|:1572713-1573720	T4SS
-PID|260753588|gi|260752245|ref|NC_013355.1|:1573717-1574049	T4SS
-PID|260753589|gi|260752245|ref|NC_013355.1|:1574049-1574330	T4SS
-PID|260753590|gi|260752245|ref|NC_013355.1|:1574341-1576848	T4SS
-PID|260753591|gi|260752245|ref|NC_013355.1|:1576845-1577627	T4SS
-PID|260753592|gi|260752245|ref|NC_013355.1|:1577648-1577935	T4SS
-PID|260753593|gi|260752245|ref|NC_013355.1|:1577939-1579300	T4SS
-PID|260753594|gi|260752245|ref|NC_013355.1|:1579297-1579986	T4SS
-PID|260753595|gi|260752245|ref|NC_013355.1|:1579983-1580996	T4SS
-PID|260753596|gi|260752245|ref|NC_013355.1|:1580993-1582126	T4SS
-PID|254796596|gi|254796400|ref|NC_013009.1|:c190361-189561	T4SS
-PID|254796597|gi|254796400|ref|NC_013009.1|:c190992-190345	T4SS
-PID|254797086|gi|254796400|ref|NC_013009.1|:c678411-676486	T4SS
-PID|254797087|gi|254796400|ref|NC_013009.1|:c679438-678443	T4SS
-PID|254797088|gi|254796400|ref|NC_013009.1|:c680686-679445	T4SS
-PID|254797090|gi|254796400|ref|NC_013009.1|:c681551-680829	T4SS
-PID|254797091|gi|254796400|ref|NC_013009.1|:c682248-681538	T4SS
-PID|254797109|gi|254796400|ref|NC_013009.1|:c703200-701053	T4SS
-PID|254797110|gi|254796400|ref|NC_013009.1|:c703761-703399	T4SS
-PID|254797112|gi|254796400|ref|NC_013009.1|:c704319-703972	T4SS
-PID|254797191|gi|254796400|ref|NC_013009.1|:c781179-777907	T4SS
-PID|254797192|gi|254796400|ref|NC_013009.1|:c784648-781166	T4SS
-PID|254797193|gi|254796400|ref|NC_013009.1|:c787202-784683	T4SS
-PID|254797194|gi|254796400|ref|NC_013009.1|:c789780-787219	T4SS
-PID|254797195|gi|254796400|ref|NC_013009.1|:c792188-789777	T4SS
-PID|254797196|gi|254796400|ref|NC_013009.1|:c792487-792191	T4SS
-PID|238650451|ref|NC_012730.1|:c328253-327894	T4SS
-PID|238650568|ref|NC_012730.1|:474480-474767	T4SS
-PID|238650569|ref|NC_012730.1|:474983-477400	T4SS
-PID|238650570|ref|NC_012730.1|:477518-480484	T4SS
-PID|238650571|ref|NC_012730.1|:480471-482456	T4SS
-PID|238650572|ref|NC_012730.1|:482463-485363	T4SS
-PID|238650573|ref|NC_012730.1|:485537-488212	T4SS
-PID|238650574|ref|NC_012730.1|:488365-491826	T4SS
-PID|238650733|ref|NC_012730.1|:c721526-720774	T4SS
-PID|238650734|ref|NC_012730.1|:c722226-721528	T4SS
-PID|238650736|ref|NC_012730.1|:722920-723651	T4SS
-PID|238650737|ref|NC_012730.1|:723638-724111	T4SS
-PID|238650738|ref|NC_012730.1|:724295-725743	T4SS
-PID|238650739|ref|NC_012730.1|:725740-726744	T4SS
-PID|238650740|ref|NC_012730.1|:726899-728674	T4SS
-PID|238650803|ref|NC_012730.1|:826493-828925	T4SS
-PID|237811232|ref|NC_012695.1|:920942-921529	T4SS
-PID|237811241|ref|NC_012695.1|:933772-935775	T4SS
-PID|237811243|ref|NC_012695.1|:936233-937261	T4SS
-PID|237811244|ref|NC_012695.1|:937258-937632	T4SS
-PID|237811245|ref|NC_012695.1|:937629-937898	T4SS
-PID|237811246|ref|NC_012695.1|:937909-940371	T4SS
-PID|237811247|ref|NC_012695.1|:940368-941132	T4SS
-PID|237811248|ref|NC_012695.1|:941181-942329	T4SS
-PID|237811249|ref|NC_012695.1|:942342-943046	T4SS
-PID|237811250|ref|NC_012695.1|:943043-944047	T4SS
-PID|237811251|ref|NC_012695.1|:944050-945330	T4SS
-PID|229586343|gi|229586230|ref|NC_012633.1|:132408-132695	T4SS
-PID|229586344|gi|229586230|ref|NC_012633.1|:132785-135202	T4SS
-PID|229586345|gi|229586230|ref|NC_012633.1|:135320-138439	T4SS
-PID|229586346|gi|229586230|ref|NC_012633.1|:140419-143319	T4SS
-PID|229586347|gi|229586230|ref|NC_012633.1|:143493-146168	T4SS
-PID|229586348|gi|229586230|ref|NC_012633.1|:146321-149782	T4SS
-PID|229586436|gi|229586230|ref|NC_012633.1|:253513-253869	T4SS
-PID|229586537|gi|229586230|ref|NC_012633.1|:c387024-386272	T4SS
-PID|229586538|gi|229586230|ref|NC_012633.1|:c387724-387026	T4SS
-PID|229586540|gi|229586230|ref|NC_012633.1|:388414-389145	T4SS
-PID|229586541|gi|229586230|ref|NC_012633.1|:389132-389605	T4SS
-PID|229586542|gi|229586230|ref|NC_012633.1|:389789-391237	T4SS
-PID|229586543|gi|229586230|ref|NC_012633.1|:391234-392238	T4SS
-PID|229586544|gi|229586230|ref|NC_012633.1|:392393-394168	T4SS
-PID|229587146|gi|229586230|ref|NC_012633.1|:1127518-1129950	T4SS
-PID|225629876|ref|NC_012416.1|:4300-4980	T4SS
-PID|225629877|ref|NC_012416.1|:4973-5767	T4SS
-PID|225629878|ref|NC_012416.1|:5784-7280	T4SS
-PID|225629879|ref|NC_012416.1|:7282-8274	T4SS
-PID|225629880|ref|NC_012416.1|:8305-10323	T4SS
-PID|225630113|ref|NC_012416.1|:c308165-307791	T4SS
-PID|225630270|ref|NC_012416.1|:534389-534724	T4SS
-PID|225630558|ref|NC_012416.1|:c884034-880297	T4SS
-PID|225630559|ref|NC_012416.1|:c887069-884124	T4SS
-PID|225630560|ref|NC_012416.1|:c889453-887066	T4SS
-PID|225630561|ref|NC_012416.1|:c892027-889463	T4SS
-PID|225630562|ref|NC_012416.1|:c894425-892020	T4SS
-PID|225630563|ref|NC_012416.1|:c894731-894435	T4SS
-PID|225630842|ref|NC_012416.1|:1235454-1237808	T4SS
-PID|225630957|ref|NC_012416.1|:c1368279-1367497	T4SS
-PID|225630990|ref|NC_012416.1|:c1403371-1403051	T4SS
-PID|225630991|ref|NC_012416.1|:c1403935-1403579	T4SS
-PID|225630992|ref|NC_012416.1|:c1404294-1403953	T4SS
-PID|198282388|gi|198282148|ref|NC_011206.1|:231853-232821	T4SS
-PID|198282389|gi|198282148|ref|NC_011206.1|:232898-233284	T4SS
-PID|198282390|gi|198282148|ref|NC_011206.1|:233288-233665	T4SS
-PID|198282391|gi|198282148|ref|NC_011206.1|:233665-236187	T4SS
-PID|198282393|gi|198282148|ref|NC_011206.1|:237429-238169	T4SS
-PID|198282395|gi|198282148|ref|NC_011206.1|:238449-240140	T4SS
-PID|198282400|gi|198282148|ref|NC_011206.1|:243472-244140	T4SS
-PID|198282401|gi|198282148|ref|NC_011206.1|:244153-245253	T4SS
-PID|198282403|gi|198282148|ref|NC_011206.1|:246268-247677	T4SS
-PID|198282406|gi|198282148|ref|NC_011206.1|:248675-251104	T4SS
-PID|198282418|gi|198282148|ref|NC_011206.1|:c262371-261781	T4SS
-PID|198283454|gi|198282148|ref|NC_011206.1|:1288233-1289201	T4SS
-PID|198283457|gi|198282148|ref|NC_011206.1|:1290594-1290980	T4SS
-PID|198283458|gi|198282148|ref|NC_011206.1|:1290984-1291361	T4SS
-PID|198283459|gi|198282148|ref|NC_011206.1|:1291361-1293883	T4SS
-PID|198283461|gi|198282148|ref|NC_011206.1|:1294217-1294957	T4SS
-PID|198283463|gi|198282148|ref|NC_011206.1|:1295239-1297008	T4SS
-PID|198283511|gi|198282148|ref|NC_011206.1|:1348580-1349248	T4SS
-PID|198283512|gi|198282148|ref|NC_011206.1|:1349261-1350376	T4SS
-PID|198283514|gi|198282148|ref|NC_011206.1|:1351397-1352857	T4SS
-PID|198283517|gi|198282148|ref|NC_011206.1|:1353834-1356320	T4SS
-PID|194334516|gi|194332853|ref|NC_011059.1|:c1870969-1869683	T4SS
-PID|194334517|gi|194332853|ref|NC_011059.1|:c1871949-1871005	T4SS
-PID|194334518|gi|194332853|ref|NC_011059.1|:c1872654-1871956	T4SS
-PID|194334519|gi|194332853|ref|NC_011059.1|:c1873896-1872667	T4SS
-PID|194334521|gi|194332853|ref|NC_011059.1|:c1874868-1874104	T4SS
-PID|194334522|gi|194332853|ref|NC_011059.1|:c1877340-1874881	T4SS
-PID|194334523|gi|194332853|ref|NC_011059.1|:c1877612-1877361	T4SS
-PID|194334524|gi|194332853|ref|NC_011059.1|:c1877905-1877609	T4SS
-PID|194334525|gi|194332853|ref|NC_011059.1|:c1878974-1877985	T4SS
-PID|194334526|gi|194332853|ref|NC_011059.1|:c1879612-1879106	T4SS
-PID|194334527|gi|194332853|ref|NC_011059.1|:c1880237-1879734	T4SS
-PID|190570592|gi|190570478|ref|NC_010981.1|:c137822-137172	T4SS
-PID|190571007|gi|190570478|ref|NC_010981.1|:c647204-643950	T4SS
-PID|190571008|gi|190570478|ref|NC_010981.1|:c650186-647286	T4SS
-PID|190571010|gi|190570478|ref|NC_010981.1|:c655149-652573	T4SS
-PID|190571011|gi|190570478|ref|NC_010981.1|:c657547-655142	T4SS
-PID|190571012|gi|190570478|ref|NC_010981.1|:c657853-657557	T4SS
-PID|190571043|gi|190570478|ref|NC_010981.1|:694193-696547	T4SS
-PID|190571270|gi|190570478|ref|NC_010981.1|:c942136-941351	T4SS
-PID|190571577|gi|190570478|ref|NC_010981.1|:c1271840-1271505	T4SS
-PID|190571631|gi|190570478|ref|NC_010981.1|:1328032-1328712	T4SS
-PID|190571632|gi|190570478|ref|NC_010981.1|:1328696-1329490	T4SS
-PID|190571633|gi|190570478|ref|NC_010981.1|:1329507-1331018	T4SS
-PID|190571634|gi|190570478|ref|NC_010981.1|:1331020-1332012	T4SS
-PID|190571635|gi|190570478|ref|NC_010981.1|:1332043-1334061	T4SS
-PID|190571648|gi|190570478|ref|NC_010981.1|:1348472-1348828	T4SS
-PID|165932712|gi|319717301|ref|NC_010263.2|:134119-134406	T4SS
-PID|165932713|gi|319717301|ref|NC_010263.2|:134622-137039	T4SS
-PID|165932714|gi|319717301|ref|NC_010263.2|:137157-140117	T4SS
-PID|165932715|gi|319717301|ref|NC_010263.2|:140104-142089	T4SS
-PID|165932716|gi|319717301|ref|NC_010263.2|:142096-144996	T4SS
-PID|165932717|gi|319717301|ref|NC_010263.2|:145160-147835	T4SS
-PID|165932718|gi|319717301|ref|NC_010263.2|:147988-151449	T4SS
-PID|165932822|gi|319717301|ref|NC_010263.2|:255312-255671	T4SS
-PID|165932962|gi|319717301|ref|NC_010263.2|:c389607-388855	T4SS
-PID|165932963|gi|319717301|ref|NC_010263.2|:c390307-389609	T4SS
-PID|165932965|gi|319717301|ref|NC_010263.2|:391001-391732	T4SS
-PID|165932966|gi|319717301|ref|NC_010263.2|:391719-392192	T4SS
-PID|165932967|gi|319717301|ref|NC_010263.2|:392375-393823	T4SS
-PID|165932968|gi|319717301|ref|NC_010263.2|:393820-394824	T4SS
-PID|165932969|gi|319717301|ref|NC_010263.2|:394958-396733	T4SS
-PID|165933775|gi|319717301|ref|NC_010263.2|:1119068-1121500	T4SS
-PID|157964169|gi|157964072|ref|NC_009900.1|:136172-136459	T4SS
-PID|157964170|gi|157964072|ref|NC_009900.1|:136521-138965	T4SS
-PID|157964171|gi|157964072|ref|NC_009900.1|:139083-142493	T4SS
-PID|157964172|gi|157964072|ref|NC_009900.1|:142468-144465	T4SS
-PID|157964173|gi|157964072|ref|NC_009900.1|:144472-147372	T4SS
-PID|157964174|gi|157964072|ref|NC_009900.1|:147547-150225	T4SS
-PID|157964257|gi|157964072|ref|NC_009900.1|:259135-259545	T4SS
-PID|157964360|gi|157964072|ref|NC_009900.1|:c399243-398473	T4SS
-PID|157964361|gi|157964072|ref|NC_009900.1|:c399952-399227	T4SS
-PID|157964363|gi|157964072|ref|NC_009900.1|:400622-401353	T4SS
-PID|157964364|gi|157964072|ref|NC_009900.1|:401340-401813	T4SS
-PID|157964365|gi|157964072|ref|NC_009900.1|:401997-403439	T4SS
-PID|157964366|gi|157964072|ref|NC_009900.1|:403397-404440	T4SS
-PID|157964367|gi|157964072|ref|NC_009900.1|:404607-406382	T4SS
-PID|157964933|gi|157964072|ref|NC_009900.1|:1204883-1207315	T4SS
-PID|157826477|gi|157826385|ref|NC_009883.1|:89113-89400	T4SS
-PID|157826563|gi|157826385|ref|NC_009883.1|:173161-175578	T4SS
-PID|157826564|gi|157826385|ref|NC_009883.1|:175772-178891	T4SS
-PID|157826565|gi|157826385|ref|NC_009883.1|:178878-180902	T4SS
-PID|157826566|gi|157826385|ref|NC_009883.1|:180909-183776	T4SS
-PID|157826567|gi|157826385|ref|NC_009883.1|:186614-190087	T4SS
-PID|157826721|gi|157826385|ref|NC_009883.1|:348760-349128	T4SS
-PID|157826806|gi|157826385|ref|NC_009883.1|:c425668-423890	T4SS
-PID|157826807|gi|157826385|ref|NC_009883.1|:c426805-425801	T4SS
-PID|157826808|gi|157826385|ref|NC_009883.1|:c428235-426802	T4SS
-PID|157826809|gi|157826385|ref|NC_009883.1|:c428827-428342	T4SS
-PID|157826810|gi|157826385|ref|NC_009883.1|:c429533-428814	T4SS
-PID|157826812|gi|157826385|ref|NC_009883.1|:430935-431585	T4SS
-PID|157827780|gi|157826385|ref|NC_009883.1|:c1460438-1458015	T4SS
-PID|157828014|gi|157827862|ref|NC_009882.1|:134020-134307	T4SS
-PID|157828015|gi|157827862|ref|NC_009882.1|:134523-136940	T4SS
-PID|157828016|gi|157827862|ref|NC_009882.1|:137058-140018	T4SS
-PID|157828017|gi|157827862|ref|NC_009882.1|:140005-141990	T4SS
-PID|157828018|gi|157827862|ref|NC_009882.1|:141997-144897	T4SS
-PID|157828019|gi|157827862|ref|NC_009882.1|:145100-147736	T4SS
-PID|157828020|gi|157827862|ref|NC_009882.1|:147889-151350	T4SS
-PID|157828122|gi|157827862|ref|NC_009882.1|:255227-255586	T4SS
-PID|157828262|gi|157827862|ref|NC_009882.1|:c389574-388822	T4SS
-PID|157828263|gi|157827862|ref|NC_009882.1|:c390274-389576	T4SS
-PID|157828265|gi|157827862|ref|NC_009882.1|:390968-391699	T4SS
-PID|157828266|gi|157827862|ref|NC_009882.1|:391686-392159	T4SS
-PID|157828267|gi|157827862|ref|NC_009882.1|:392342-393790	T4SS
-PID|157828268|gi|157827862|ref|NC_009882.1|:393787-394791	T4SS
-PID|157828269|gi|157827862|ref|NC_009882.1|:394925-396700	T4SS
-PID|157829049|gi|157827862|ref|NC_009882.1|:1107497-1109929	T4SS
-PID|157825274|gi|157825125|ref|NC_009881.1|:136910-137197	T4SS
-PID|157825275|gi|157825125|ref|NC_009881.1|:137496-139913	T4SS
-PID|157825276|gi|157825125|ref|NC_009881.1|:140088-143114	T4SS
-PID|157825277|gi|157825125|ref|NC_009881.1|:143101-145119	T4SS
-PID|157825278|gi|157825125|ref|NC_009881.1|:145126-148056	T4SS
-PID|157825279|gi|157825125|ref|NC_009881.1|:148265-150895	T4SS
-PID|157825280|gi|157825125|ref|NC_009881.1|:151083-154547	T4SS
-PID|157825381|gi|157825125|ref|NC_009881.1|:259904-260263	T4SS
-PID|157825507|gi|157825125|ref|NC_009881.1|:c383046-382294	T4SS
-PID|157825508|gi|157825125|ref|NC_009881.1|:c383746-383048	T4SS
-PID|157825510|gi|157825125|ref|NC_009881.1|:384440-385171	T4SS
-PID|157825511|gi|157825125|ref|NC_009881.1|:385158-385634	T4SS
-PID|157825512|gi|157825125|ref|NC_009881.1|:385779-387233	T4SS
-PID|157825513|gi|157825125|ref|NC_009881.1|:387230-388234	T4SS
-PID|157825514|gi|157825125|ref|NC_009881.1|:388397-390172	T4SS
-PID|157826237|gi|157825125|ref|NC_009881.1|:1086555-1088987	T4SS
-PID|157803285|ref|NC_009879.1|:111737-112024	T4SS
-PID|157803286|ref|NC_009879.1|:112279-114696	T4SS
-PID|157803287|ref|NC_009879.1|:114838-118152	T4SS
-PID|157803288|ref|NC_009879.1|:118139-120157	T4SS
-PID|157803289|ref|NC_009879.1|:120164-123070	T4SS
-PID|157803290|ref|NC_009879.1|:123077-125743	T4SS
-PID|157803291|ref|NC_009879.1|:125852-129292	T4SS
-PID|157803356|ref|NC_009879.1|:c196302-195946	T4SS
-PID|157803993|ref|NC_009879.1|:c848578-846803	T4SS
-PID|157803994|ref|NC_009879.1|:c849755-848751	T4SS
-PID|157803995|ref|NC_009879.1|:c851200-849752	T4SS
-PID|157803996|ref|NC_009879.1|:c851819-851337	T4SS
-PID|157803997|ref|NC_009879.1|:c852534-851806	T4SS
-PID|157803998|ref|NC_009879.1|:853281-853979	T4SS
-PID|157803999|ref|NC_009879.1|:853981-854733	T4SS
-PID|157804153|ref|NC_009879.1|:1020985-1023417	T4SS
-PID|91204895|gi|91204815|ref|NC_007940.1|:87297-89720	T4SS
-PID|91205827|gi|91204815|ref|NC_007940.1|:c1111361-1110609	T4SS
-PID|91205828|gi|91204815|ref|NC_007940.1|:c1112067-1111363	T4SS
-PID|91205829|gi|91204815|ref|NC_007940.1|:1112665-1113384	T4SS
-PID|91205830|gi|91204815|ref|NC_007940.1|:1113371-1113856	T4SS
-PID|91205831|gi|91204815|ref|NC_007940.1|:1113963-1115396	T4SS
-PID|91205832|gi|91204815|ref|NC_007940.1|:1115393-1116397	T4SS
-PID|91205833|gi|91204815|ref|NC_007940.1|:1116530-1118308	T4SS
-PID|91205918|gi|91204815|ref|NC_007940.1|:c1193382-1193014	T4SS
-PID|91206076|gi|91204815|ref|NC_007940.1|:c1355196-1351723	T4SS
-PID|91206077|gi|91204815|ref|NC_007940.1|:c1358026-1355366	T4SS
-PID|91206078|gi|91204815|ref|NC_007940.1|:c1360900-1358033	T4SS
-PID|91206079|gi|91204815|ref|NC_007940.1|:c1362928-1360907	T4SS
-PID|91206080|gi|91204815|ref|NC_007940.1|:c1366034-1362915	T4SS
-PID|91206081|gi|91204815|ref|NC_007940.1|:c1368645-1366228	T4SS
-PID|91206090|gi|91204815|ref|NC_007940.1|:c1377199-1376912	T4SS
-PID|88657566|ref|NC_007799.1|:c38244-36100	T4SS
-PID|88658241|ref|NC_007799.1|:c39279-38281	T4SS
-PID|88658039|ref|NC_007799.1|:c40638-39295	T4SS
-PID|88658647|ref|NC_007799.1|:c41481-40660	T4SS
-PID|88657917|ref|NC_007799.1|:c42178-41465	T4SS
-PID|88658361|ref|NC_007799.1|:c207062-206250	T4SS
-PID|88657764|ref|NC_007799.1|:481051-481344	T4SS
-PID|88657911|ref|NC_007799.1|:481344-483746	T4SS
-PID|88658009|ref|NC_007799.1|:483786-486266	T4SS
-PID|88658206|ref|NC_007799.1|:486464-489232	T4SS
-PID|88657563|ref|NC_007799.1|:489236-493642	T4SS
-PID|88658162|ref|NC_007799.1|:493681-501957	T4SS
-PID|88657785|ref|NC_007799.1|:c1073487-1071112	T4SS
-PID|88657979|ref|NC_007799.1|:c1074784-1074410	T4SS
-PID|88658403|ref|NC_007799.1|:c1075101-1074796	T4SS
-PID|88658648|ref|NC_007799.1|:c1075530-1075174	T4SS
-PID|88658442|ref|NC_007799.1|:c1077767-1077396	T4SS
-PID|42519923|gi|42519920|ref|NC_002978.6|:4300-4980	T4SS
-PID|42519924|gi|42519920|ref|NC_002978.6|:4973-5767	T4SS
-PID|42519925|gi|42519920|ref|NC_002978.6|:5784-7244	T4SS
-PID|42519926|gi|42519920|ref|NC_002978.6|:7246-8238	T4SS
-PID|42519927|gi|42519920|ref|NC_002978.6|:8269-10215	T4SS
-PID|42520231|gi|42519920|ref|NC_002978.6|:c333719-333279	T4SS
-PID|42520345|gi|42519920|ref|NC_002978.6|:c457775-457401	T4SS
-PID|42520500|gi|42519920|ref|NC_002978.6|:639402-639725	T4SS
-PID|42520689|gi|42519920|ref|NC_002978.6|:c819887-816159	T4SS
-PID|42520690|gi|42519920|ref|NC_002978.6|:c822955-819977	T4SS
-PID|42520691|gi|42519920|ref|NC_002978.6|:c825339-822952	T4SS
-PID|42520692|gi|42519920|ref|NC_002978.6|:c827904-825349	T4SS
-PID|42520693|gi|42519920|ref|NC_002978.6|:c830302-827897	T4SS
-PID|42520694|gi|42519920|ref|NC_002978.6|:c830608-830312	T4SS
-PID|42520909|gi|42519920|ref|NC_002978.6|:c1059445-1058663	T4SS
-PID|42520971|gi|42519920|ref|NC_002978.6|:1118862-1121228	T4SS
-PID|42521083|gi|42519920|ref|NC_002978.6|:c1231135-1230956	T4SS
-PID|42521084|gi|42519920|ref|NC_002978.6|:c1231733-1231380	T4SS
-PID|42521085|gi|42519920|ref|NC_002978.6|:c1231975-1231751	T4SS
-PID|15892063|gi|15891923|ref|NC_003103.1|:131791-132078	T4SS
-PID|15892064|gi|15891923|ref|NC_003103.1|:132168-134585	T4SS
-PID|15892065|gi|15891923|ref|NC_003103.1|:134703-137684	T4SS
-PID|15892066|gi|15891923|ref|NC_003103.1|:137671-139656	T4SS
-PID|15892067|gi|15891923|ref|NC_003103.1|:139663-142563	T4SS
-PID|15892068|gi|15891923|ref|NC_003103.1|:142737-145412	T4SS
-PID|15892069|gi|15891923|ref|NC_003103.1|:145565-149026	T4SS
-PID|15892164|gi|15891923|ref|NC_003103.1|:251552-251911	T4SS
-PID|15892307|gi|15891923|ref|NC_003103.1|:c386053-385301	T4SS
-PID|15892308|gi|15891923|ref|NC_003103.1|:c386753-386055	T4SS
-PID|15892310|gi|15891923|ref|NC_003103.1|:387449-388180	T4SS
-PID|15892311|gi|15891923|ref|NC_003103.1|:388167-388640	T4SS
